row_id,car_name,mileage,price,type,category,quantity,sales,order_date,profit,country,ship_date,state,region,discount
819,Chevrolet Silverado,321,8633509,Diesel,Pickup Truck,14,161158838,2024-07-30,29815722.21,USA,2024-08-21,Connecticut,West,1.52
820,Chevrolet Silverado,540,12169395,Petrol,Pickup Truck,23,373194807,2018-10-09,69869331.91,USA,2024-09-03,Hawaii,South,13.92
821,Honda Civic,230,14412024,Diesel,Sedan,17,122502204,2021-09-26,13953786.0,USA,2024-08-13,Vermont,North,3.55
822,Chevrolet Silverado,334,13096581,Diesel,Pickup Truck,7,122234758,2018-07-03,18941600.86,USA,2022-05-31,Mississippi,South,4.83
823,Audi Q7,433,5658996,Diesel,SUV,19,33600293,2022-02-04,7895524.93,USA,2024-05-19,Idaho,South,11.53
824,Audi Q7,584,20193321,Petrol,SUV,7,44172891,2022-06-04,10214051.06,USA,2022-06-24,Kentucky,North,21.42
825,Tesla Model S,353,13329815,Diesel,Sedan,13,55136963,2020-09-08,10022111.61,USA,2022-10-20,Maine,North,4.99
826,Nissan Altima,321,12545839,EV,Sedan,18,90330040,2021-05-04,16001913.29,USA,2022-03-07,Delaware,South,10.29
827,Ford F-150,373,11906981,Petrol,Pickup Truck,13,232186129,2018-01-30,55548239.67,USA,2018-05-03,Georgia,East,12.18
828,Chevrolet Silverado,240,734850,EV,Pickup Truck,6,5878800,2023-10-05,892586.78,USA,2024-03-19,Ohio,West,0.81
829,Honda Civic,402,1128447,Diesel,Sedan,25,28211175,2023-08-18,3832023.0,USA,2024-01-09,Nevada,East,22.31
830,Toyota Corolla,229,13942730,Diesel,Sedan,15,209140950,2022-05-12,46600356.02,USA,2022-08-31,New Mexico,East,12.77
831,BMW 3 Series,304,6159199,Diesel,Sedan,10,24636798,2023-02-13,4482357.84,USA,2024-11-13,Texas,North,20.53
832,Audi Q7,588,22624489,EV,SUV,12,42420918,2021-07-13,3051936.72,USA,2023-03-28,Oklahoma,East,8.82
833,Hyundai Sonata,455,1155191,Petrol,Sedan,9,8317375,2023-12-11,683176.63,USA,2024-08-15,Oklahoma,North,8.97
834,Honda Civic,298,6415928,Diesel,Sedan,23,147566344,2024-10-11,33291846.59,USA,2024-11-14,Arkansas,East,0.0
835,Chevrolet Silverado,495,4199633,Diesel,Pickup Truck,11,61594618,2019-11-04,10773694.67,USA,2023-09-04,Texas,North,7.16
836,Chevrolet Silverado,483,8373056,EV,Pickup Truck,13,145132977,2022-12-03,13432825.05,USA,2024-09-11,Iowa,East,14.65
837,BMW 3 Series,442,19101684,Diesel,Sedan,7,26742357,2021-09-04,1917727.02,USA,2024-04-03,Kansas,North,20.18
838,BMW 3 Series,135,18078699,Petrol,Sedan,17,122935153,2019-11-25,28021259.04,USA,2020-11-24,Mississippi,South,1.31
839,Tesla Model S,378,5712763,Diesel,Sedan,12,21812368,2021-05-03,1721926.56,USA,2022-07-13,Arizona,East,5.3
840,Hyundai Sonata,384,1988801,Diesel,Sedan,9,7159683,2021-01-06,596986.1,USA,2024-07-28,Arizona,East,17.14
841,Audi Q7,372,20366913,EV,SUV,23,73193595,2021-03-19,11284770.84,USA,2022-12-08,Wyoming,East,19.04
842,Hyundai Sonata,596,12170041,Diesel,Sedan,22,107096360,2020-02-09,24242096.07,USA,2023-10-01,Colorado,South,6.96
843,Honda Civic,395,5638232,Petrol,Sedan,3,16914696,2022-12-29,3965118.19,USA,2023-12-20,West Virginia,South,21.24
844,Hyundai Sonata,408,5326396,Petrol,Sedan,9,19175025,2021-03-23,1129873.56,USA,2024-09-28,Wisconsin,West,15.43
845,Audi Q7,275,8189800,EV,SUV,16,40949000,2023-01-25,2833472.52,USA,2024-01-28,West Virginia,West,12.97
846,Ford F-150,144,10259855,EV,Pickup Truck,9,138508042,2024-04-10,19830772.2,USA,2024-11-06,Oregon,East,10.94
847,Honda Civic,512,8223658,EV,Sedan,19,156249502,2023-04-24,12629375.31,USA,2023-08-06,Minnesota,North,17.55
848,Honda Civic,172,1280839,EV,Sedan,21,26897619,2018-10-26,2112007.93,USA,2023-01-14,Oregon,North,9.04
849,Ford F-150,375,7653511,Diesel,Pickup Truck,3,34440799,2019-08-09,4202368.78,USA,2023-06-15,Rhode Island,West,19.9
850,Honda Civic,488,7921145,Petrol,Sedan,3,23763435,2018-08-06,4644753.8,USA,2020-04-26,Alabama,West,4.02
851,Toyota Corolla,430,7667217,Petrol,Sedan,10,38336085,2020-11-28,8434610.63,USA,2023-05-24,North Carolina,North,22.54
852,Tesla Model S,296,11820891,Petrol,Sedan,11,82746240,2019-04-01,19883757.62,USA,2022-01-10,New Jersey,South,2.59
853,Ford F-150,196,1663609,EV,Pickup Truck,20,24954135,2020-03-04,4059714.23,USA,2023-03-18,Delaware,West,3.61
854,Nissan Altima,499,3241455,Diesel,Sedan,9,23338476,2022-04-15,5314852.8,USA,2024-02-08,Vermont,South,7.01
855,Ford F-150,549,2373029,EV,Pickup Truck,11,19577489,2021-01-15,1115237.18,USA,2022-08-31,Pennsylvania,East,17.69
856,Nissan Altima,165,2867499,EV,Sedan,9,10322996,2020-01-30,2398123.74,USA,2022-12-04,Missouri,East,14.64
857,Tesla Model S,351,2414791,Diesel,Sedan,8,12293484,2024-01-07,2965137.89,USA,2024-08-12,Wisconsin,East,16.36
858,Honda Civic,326,9262421,Diesel,Sedan,1,9262421,2022-03-04,1305820.56,USA,2024-10-09,Wyoming,South,4.61
859,Ford Mustang,374,6589593,Petrol,Coupe,10,32947968,2023-11-16,7715806.83,USA,2024-10-15,Massachusetts,South,21.04
860,Chevrolet Silverado,226,7227677,Petrol,Pickup Truck,14,67458325,2020-04-05,13733801.34,USA,2021-08-06,Illinois,North,5.62
861,Audi Q7,543,6251553,Petrol,SUV,22,21489715,2021-01-14,1832247.8,USA,2021-08-07,Rhode Island,North,3.84
862,Ford F-150,564,8128944,Diesel,Pickup Truck,6,73160496,2022-07-07,12796070.61,USA,2024-01-03,Washington,East,16.01
863,Ford Mustang,199,9621915,Diesel,Coupe,24,115462987,2024-06-12,20564652.77,USA,2024-09-17,New Jersey,South,19.62
864,Audi Q7,470,846846,Diesel,SUV,9,2381755,2022-09-23,161308.84,USA,2023-05-07,Georgia,North,17.2
865,BMW 3 Series,500,302569,EV,Sedan,25,1512847,2020-09-01,151550.13,USA,2022-09-09,Indiana,North,13.19
866,Honda Civic,131,7256773,EV,Sedan,20,145135460,2022-05-29,35200969.54,USA,2023-09-14,Maine,East,20.68
867,Ford F-150,544,14483740,Diesel,Pickup Truck,2,43451220,2023-05-14,8129248.08,USA,2024-11-18,Alabama,East,8.34
868,Ford Mustang,262,14296309,Diesel,Coupe,10,71481546,2018-07-16,11193549.73,USA,2020-05-10,Ohio,East,22.4
869,Toyota Corolla,170,12259633,EV,Sedan,20,122596330,2021-01-13,19465931.76,USA,2022-05-12,Missouri,North,17.55
870,BMW 3 Series,279,16474219,Petrol,Sedan,20,131793756,2023-07-23,9426914.03,USA,2023-09-06,New Mexico,North,14.35
871,Ford Mustang,244,12942072,EV,Coupe,12,77652432,2023-03-12,8989410.58,USA,2024-08-23,West Virginia,West,24.88
872,Honda Civic,161,11783001,Petrol,Sedan,19,223877019,2023-11-29,13898677.94,USA,2024-04-18,Iowa,East,7.34
873,Chevrolet Silverado,365,6894146,EV,Pickup Truck,6,55153173,2023-06-25,7176635.51,USA,2023-09-28,Wyoming,East,0.63
874,Tesla Model S,137,8788588,Petrol,Sedan,23,64316489,2021-06-03,6181249.54,USA,2022-07-28,South Dakota,West,17.4
875,Nissan Altima,405,9958983,Petrol,Sedan,23,91622643,2020-02-05,18085420.13,USA,2023-03-06,Missouri,West,19.93
876,Hyundai Sonata,309,958629,Diesel,Sedan,17,13037354,2018-09-23,2755537.47,USA,2022-10-17,Montana,East,10.11
877,Honda Civic,148,8406993,Petrol,Sedan,16,134511888,2024-01-28,26764858.31,USA,2024-07-18,Alaska,North,8.38
878,Honda Civic,546,6444479,Diesel,Sedan,4,25777916,2019-01-02,1528479.16,USA,2024-07-11,Kentucky,South,10.74
879,Toyota Corolla,479,1800371,Petrol,Sedan,9,8101669,2021-07-08,1642479.41,USA,2024-09-07,Texas,South,13.27
880,Audi Q7,141,11185736,Diesel,SUV,8,27964340,2024-04-05,2899531.7,USA,2024-10-20,Arkansas,North,7.09
881,Tesla Model S,212,2907547,Diesel,Sedan,7,12951802,2019-06-12,2504557.18,USA,2023-06-06,Utah,East,17.38
882,Tesla Model S,209,7032581,Diesel,Sedan,5,22376396,2023-07-05,5043746.3,USA,2024-04-23,Illinois,East,18.05
883,Hyundai Sonata,206,14346231,Diesel,Sedan,8,91815878,2023-02-11,20392859.14,USA,2024-03-21,Hawaii,South,18.72
884,Honda Civic,539,12957411,Petrol,Sedan,13,84223171,2021-07-17,18954800.64,USA,2023-08-22,Virginia,North,7.23
885,Audi Q7,332,13746832,Petrol,SUV,24,51550620,2020-07-12,5695631.7,USA,2021-08-13,Pennsylvania,South,20.44
886,Audi Q7,297,13602780,Petrol,SUV,17,72264773,2022-12-14,16857493.8,USA,2023-07-20,Mississippi,South,11.35
887,Ford Mustang,358,10093544,Petrol,Coupe,17,85795127,2023-04-17,14086142.36,USA,2023-08-13,Wyoming,North,4.99
888,Hyundai Sonata,429,14129760,Diesel,Sedan,2,22607616,2022-04-23,2688247.71,USA,2023-05-25,Kansas,West,5.44
889,Audi Q7,114,19655889,Diesel,SUV,11,67567120,2018-11-05,12926964.89,USA,2021-02-07,South Dakota,West,11.8
890,Audi Q7,291,21196915,EV,SUV,20,132480720,2022-10-28,24835444.25,USA,2023-05-03,Massachusetts,North,10.32
891,Audi Q7,290,9579913,Petrol,SUV,23,68855629,2024-02-17,7122557.32,USA,2024-06-03,California,West,21.5
892,Ford F-150,274,2058297,Diesel,Pickup Truck,12,18524673,2020-08-21,4212015.16,USA,2021-03-19,Kansas,North,7.0
893,Nissan Altima,548,6809965,Diesel,Sedan,3,16343916,2019-10-23,2495305.33,USA,2023-08-14,New Jersey,South,4.59
894,BMW 3 Series,176,2184486,Diesel,Sedan,11,9611738,2024-07-25,1280280.35,USA,2024-08-03,Vermont,West,0.97
895,Tesla Model S,530,8599616,Petrol,Sedan,10,27362415,2020-02-11,4435054.8,USA,2023-10-27,Oklahoma,North,1.19
896,Ford Mustang,501,1309544,EV,Coupe,1,327386,2021-08-04,55966.63,USA,2022-08-20,New Hampshire,West,2.29
897,Nissan Altima,259,9762221,Diesel,Sedan,8,31239107,2021-12-12,1673142.53,USA,2022-11-10,Florida,South,3.08
898,Hyundai Sonata,384,14373284,EV,Sedan,2,22997254,2018-12-15,2854999.55,USA,2023-10-09,Hawaii,West,13.52
899,Ford F-150,413,11910128,Diesel,Pickup Truck,9,160786728,2023-07-11,26721576.03,USA,2024-04-24,Alabama,West,19.44
900,Tesla Model S,377,4446962,Petrol,Sedan,13,18394253,2021-01-06,3639415.74,USA,2024-03-30,Montana,North,19.4
901,Tesla Model S,419,5468004,Petrol,Sedan,19,66113142,2019-01-16,8889302.5,USA,2022-11-08,Alaska,North,6.38
902,Honda Civic,141,4907456,Petrol,Sedan,24,117778944,2022-02-22,16723121.46,USA,2024-09-17,Alaska,West,1.18
903,Toyota Corolla,185,11776027,Petrol,Sedan,15,176640405,2022-01-06,17335445.26,USA,2022-04-05,New Hampshire,North,7.46
904,Nissan Altima,423,12834634,Diesel,Sedan,11,56472389,2021-05-31,13539743.01,USA,2022-02-13,Alaska,West,15.28
905,Hyundai Sonata,272,426074,EV,Sedan,22,7498902,2018-05-16,1713789.36,USA,2020-09-07,Nevada,North,22.71
906,Hyundai Sonata,216,3889904,Diesel,Sedan,5,15559616,2019-06-29,815259.44,USA,2020-07-15,Connecticut,North,0.62
907,Ford Mustang,259,3015008,Petrol,Coupe,11,8291273,2020-04-30,682245.45,USA,2021-06-16,Michigan,West,8.17
908,Ford Mustang,273,12266826,Petrol,Coupe,24,147201912,2023-05-30,30294334.66,USA,2024-01-04,Tennessee,East,23.8
909,Ford Mustang,582,7393809,EV,Coupe,18,66544286,2022-03-31,4346725.28,USA,2024-09-02,Arizona,East,13.2
910,Honda Civic,452,12103077,Diesel,Sedan,9,108927693,2019-01-03,7414743.03,USA,2020-11-19,Louisiana,North,5.96
911,Ford Mustang,291,2199432,EV,Coupe,14,15396024,2018-12-09,2829151.8,USA,2019-06-29,New Hampshire,East,4.64
912,Chevrolet Silverado,116,4988722,EV,Pickup Truck,11,73167930,2019-06-13,9584686.52,USA,2023-05-03,South Carolina,South,7.38
913,Nissan Altima,419,12301312,EV,Sedan,13,63966822,2020-08-25,9885854.03,USA,2021-03-06,Colorado,North,8.43
914,Nissan Altima,320,2862442,EV,Sedan,10,22899536,2018-03-03,1200650.87,USA,2022-01-03,Arizona,South,19.22
915,Toyota Corolla,474,2623185,Petrol,Sedan,13,34101405,2022-08-16,4363447.17,USA,2023-09-03,Missouri,East,1.32
916,Chevrolet Silverado,324,646776,Petrol,Pickup Truck,8,6898953,2022-07-09,601846.14,USA,2023-11-23,New Hampshire,West,3.89
917,Chevrolet Silverado,218,12021195,Petrol,Pickup Truck,16,256452172,2019-02-25,53645473.55,USA,2020-06-10,Maine,West,20.01
918,Toyota Corolla,127,8104555,Diesel,Sedan,1,8104555,2023-08-31,927179.46,USA,2024-08-27,New Hampshire,East,16.06
919,BMW 3 Series,308,20428483,Diesel,Sedan,6,24514180,2021-01-11,4890693.39,USA,2022-12-09,Kansas,East,2.94
920,Tesla Model S,481,13260604,EV,Sedan,6,50631399,2019-12-08,12165175.72,USA,2021-12-07,Mississippi,North,23.76
921,Nissan Altima,480,6907528,EV,Sedan,11,60786246,2023-05-29,8712484.44,USA,2024-02-06,Virginia,West,18.41
922,Tesla Model S,427,685703,Petrol,Sedan,2,436356,2021-03-15,85155.63,USA,2023-02-17,Massachusetts,East,23.61
923,Ford F-150,494,14955196,Diesel,Pickup Truck,3,67298382,2022-09-20,6985276.61,USA,2022-11-11,Colorado,North,3.62
924,Chevrolet Silverado,597,6733386,Petrol,Pickup Truck,9,40400321,2021-11-11,6008983.28,USA,2023-10-22,North Carolina,East,15.6
925,Toyota Corolla,580,14096095,Diesel,Sedan,25,352402375,2024-09-25,76874031.84,USA,2024-10-11,Rhode Island,West,14.51
926,Hyundai Sonata,444,12611194,Petrol,Sedan,2,10088955,2021-06-02,1445838.35,USA,2024-09-24,Nevada,North,17.06
927,Toyota Corolla,395,7038558,Petrol,Sedan,24,84462696,2021-10-12,14231569.22,USA,2022-07-02,Washington,East,10.05
928,Honda Civic,600,8298156,EV,Sedan,1,4149078,2021-08-25,802403.54,USA,2024-03-22,Utah,West,3.15
929,Ford F-150,237,3988156,Diesel,Pickup Truck,18,107680212,2024-04-04,6032296.18,USA,2024-08-09,Alaska,North,8.23
930,Nissan Altima,179,4844414,EV,Sedan,15,58132968,2019-01-22,6826826.54,USA,2021-12-29,Indiana,East,15.51
931,Audi Q7,412,23289684,Diesel,SUV,8,58224212,2022-04-05,10936059.77,USA,2022-12-12,Maine,West,6.44
932,Nissan Altima,136,3183168,EV,Sedan,15,19099008,2021-04-26,4541238.86,USA,2023-03-27,Arkansas,West,13.47
933,Tesla Model S,165,9419521,Petrol,Sedan,3,8991361,2021-08-15,585796.47,USA,2024-11-02,Alabama,South,22.61
934,Audi Q7,177,2878788,Diesel,SUV,3,1349432,2020-01-10,73899.21,USA,2022-01-05,Maine,North,2.0
935,Audi Q7,587,10734988,Petrol,SUV,24,80512416,2024-08-08,8677960.51,USA,2024-11-08,Idaho,East,1.39
936,Audi Q7,120,3739425,Petrol,SUV,6,7011423,2019-03-23,1098110.78,USA,2023-11-28,Wyoming,North,15.34
937,Nissan Altima,528,10567617,Petrol,Sedan,19,160627778,2019-05-04,15930973.22,USA,2024-09-21,Kansas,East,0.59
938,Hyundai Sonata,499,6301395,Diesel,Sedan,23,57972834,2021-07-08,12447668.98,USA,2022-03-15,South Dakota,South,22.94
939,Nissan Altima,522,12370271,Petrol,Sedan,19,94014059,2021-06-26,8554912.3,USA,2021-08-27,Delaware,North,16.98
940,Nissan Altima,407,14575267,Petrol,Sedan,9,104941922,2022-12-22,16747192.59,USA,2024-03-29,Missouri,South,18.23
941,Ford F-150,284,4197266,Diesel,Pickup Truck,24,151101576,2018-02-13,14526883.19,USA,2023-02-19,Nevada,North,24.8
942,BMW 3 Series,405,16441774,Petrol,Sedan,21,138110905,2018-09-06,34272244.23,USA,2023-06-10,Kansas,West,9.91
943,Ford Mustang,240,16177380,Petrol,Coupe,2,16177380,2018-08-25,3969860.23,USA,2021-05-12,Mississippi,West,19.33
944,Ford F-150,269,1566327,Diesel,Pickup Truck,22,25844395,2021-08-29,4043938.73,USA,2023-04-08,Mississippi,East,6.09
945,Ford F-150,168,1722129,Diesel,Pickup Truck,24,61996644,2022-03-29,8804607.31,USA,2022-09-08,New Mexico,South,5.95
946,Honda Civic,371,10962642,Diesel,Sedan,21,230215482,2024-03-21,27319094.9,USA,2024-04-23,South Dakota,North,4.66
947,Ford Mustang,196,5826970,Diesel,Coupe,18,26221368,2021-02-15,5563901.31,USA,2023-12-25,Illinois,West,0.34
948,Audi Q7,149,6184233,EV,SUV,21,40584033,2023-04-30,3479541.69,USA,2024-10-29,Idaho,East,20.07
949,Honda Civic,327,9591139,EV,Sedan,18,172640502,2023-04-22,14918164.92,USA,2024-02-11,Utah,West,5.21
950,BMW 3 Series,189,12140166,Petrol,Sedan,15,72840996,2023-08-26,17974666.51,USA,2024-09-08,Arizona,East,10.03
951,Nissan Altima,516,14082858,EV,Sedan,6,33798859,2021-03-23,6549648.86,USA,2024-04-16,North Carolina,East,13.86
952,BMW 3 Series,131,6974106,Diesel,Sedan,23,64161775,2023-09-09,14735866.76,USA,2024-09-08,Illinois,East,5.07
953,Chevrolet Silverado,424,8176399,EV,Pickup Truck,5,27254664,2020-07-17,1396001.98,USA,2022-05-19,New York,South,21.15
954,Audi Q7,592,17194819,EV,SUV,20,107467620,2024-10-15,12492696.37,USA,2024-11-16,New Mexico,North,24.33
955,Ford Mustang,136,16154500,Diesel,Coupe,4,16154500,2021-08-16,1275908.91,USA,2023-10-17,Arizona,East,23.24
956,Toyota Corolla,381,7326481,EV,Sedan,8,29305924,2021-12-10,3828078.5,USA,2024-07-04,Wyoming,South,14.06
957,Nissan Altima,430,12977155,EV,Sedan,7,36336034,2020-08-17,4639274.7,USA,2023-09-17,Oregon,South,8.95
958,Toyota Corolla,575,8732174,Diesel,Sedan,21,183375654,2023-01-14,30995353.84,USA,2024-01-08,Illinois,East,5.88
959,Nissan Altima,327,3675809,Diesel,Sedan,17,49991002,2018-09-08,8076666.82,USA,2019-03-10,Virginia,South,21.08
960,Hyundai Sonata,168,1747060,Diesel,Sedan,24,33543552,2022-03-16,3492287.86,USA,2022-08-27,New Hampshire,North,17.46
961,Hyundai Sonata,164,9854509,EV,Sedan,3,23650821,2019-03-13,2323434.87,USA,2020-05-16,Minnesota,North,21.03
962,Audi Q7,457,17948161,Diesel,SUV,20,112176010,2023-12-27,11891158.28,USA,2024-06-28,Virginia,West,1.94
963,Ford F-150,101,5855961,EV,Pickup Truck,13,57095619,2020-07-25,4148420.88,USA,2022-04-04,West Virginia,North,23.36
964,Honda Civic,427,2193254,EV,Sedan,7,7676389,2020-11-07,1458726.26,USA,2024-04-02,Kansas,South,16.64
965,Chevrolet Silverado,129,2143395,Diesel,Pickup Truck,5,14289306,2019-09-02,2922249.29,USA,2020-03-21,Louisiana,West,22.48
966,Chevrolet Silverado,500,9371962,Diesel,Pickup Truck,7,87471652,2022-05-28,13736200.34,USA,2023-05-30,Indiana,West,2.11
967,Ford Mustang,351,506482,Diesel,Coupe,16,4051862,2023-06-10,962052.91,USA,2024-08-25,Virginia,West,17.12
968,Toyota Corolla,419,1165664,EV,Sedan,15,8742480,2020-11-03,1794123.76,USA,2023-04-07,Illinois,North,2.61
969,Nissan Altima,285,11912890,Diesel,Sedan,2,19060624,2023-06-15,2477113.07,USA,2024-03-26,Wyoming,West,12.89
970,Nissan Altima,358,6035191,Diesel,Sedan,18,86906750,2024-07-05,4932484.67,USA,2024-07-27,South Dakota,West,6.24
971,Nissan Altima,257,5976963,Petrol,Sedan,14,66941985,2022-09-27,7266042.76,USA,2023-10-11,North Dakota,East,12.49
972,Ford F-150,116,12888855,Diesel,Pickup Truck,10,193332825,2019-12-19,16786538.24,USA,2022-04-26,Montana,South,5.32
973,BMW 3 Series,394,13506649,Petrol,Sedan,5,13506649,2020-06-06,1201223.23,USA,2021-06-02,Delaware,West,19.81
974,Tesla Model S,294,1648117,EV,Sedan,21,22024848,2019-02-03,3402297.48,USA,2022-05-25,Tennessee,West,14.52
975,Toyota Corolla,471,7358561,Petrol,Sedan,14,103019854,2019-10-22,6589846.16,USA,2024-03-12,Connecticut,North,19.4
976,Nissan Altima,446,2352825,Diesel,Sedan,12,11293560,2021-12-17,841775.18,USA,2023-01-08,West Virginia,North,5.43
977,Audi Q7,462,14434132,EV,SUV,14,63149331,2018-06-30,13877244.16,USA,2018-10-16,New Hampshire,North,14.69
978,Tesla Model S,582,9258495,Diesel,Sedan,20,58917697,2020-02-05,3221405.27,USA,2022-12-23,Colorado,South,22.12
979,Nissan Altima,418,10725754,Diesel,Sedan,21,180192667,2019-07-17,25699897.18,USA,2021-12-18,Oklahoma,West,8.68
980,Tesla Model S,497,2820304,Diesel,Sedan,9,16152651,2019-12-18,3261946.45,USA,2021-04-19,Kentucky,East,19.36
981,Ford Mustang,159,7724041,EV,Coupe,6,11586061,2020-01-23,1100634.61,USA,2020-08-31,California,West,13.43
982,Nissan Altima,565,4396100,Petrol,Sedan,11,38685680,2023-12-28,9478415.71,USA,2024-09-20,Minnesota,East,4.96
983,Audi Q7,587,14922556,EV,SUV,21,97929279,2018-04-05,19694908.67,USA,2022-08-10,Hawaii,South,13.46
984,Ford F-150,110,479844,Diesel,Pickup Truck,18,12955788,2024-06-01,2463203.35,USA,2024-07-06,Michigan,East,23.48
985,Honda Civic,584,3074945,Petrol,Sedan,22,67648790,2019-11-05,7014205.17,USA,2020-08-20,Kansas,East,10.31
986,Hyundai Sonata,141,4885054,Diesel,Sedan,13,50804561,2023-05-17,11992261.54,USA,2024-05-24,Ohio,South,19.96
987,Audi Q7,546,3235603,EV,SUV,17,17189142,2019-04-18,3961768.15,USA,2019-07-15,Alaska,South,22.8
988,Honda Civic,246,6442308,EV,Sedan,16,51538464,2020-09-15,7527218.08,USA,2023-01-16,Kansas,West,6.82
989,Audi Q7,172,1769972,EV,SUV,1,276558,2021-05-12,27416.74,USA,2024-04-19,Connecticut,East,22.63
990,Toyota Corolla,219,13663403,EV,Sedan,6,81980418,2023-09-30,9855914.98,USA,2024-02-19,Ohio,North,1.69
991,Audi Q7,542,4680062,Petrol,SUV,3,4387558,2022-07-17,587798.85,USA,2024-01-31,Massachusetts,East,22.17
992,Ford Mustang,323,8737562,Petrol,Coupe,20,43687812,2020-02-11,3728804.98,USA,2023-01-15,Oklahoma,North,1.26
993,Toyota Corolla,491,13780956,EV,Sedan,23,316961988,2023-06-16,54462835.72,USA,2024-05-18,Alabama,South,13.22
994,BMW 3 Series,187,5849578,Diesel,Sedan,22,25738145,2020-08-30,5511781.44,USA,2023-11-05,Wisconsin,East,0.69
995,Hyundai Sonata,161,6369834,EV,Sedan,9,22931402,2020-09-26,4395725.81,USA,2021-11-16,Virginia,South,6.47
996,Chevrolet Silverado,341,5631791,Diesel,Pickup Truck,18,67581496,2021-04-17,10910850.57,USA,2022-03-27,Kentucky,North,3.23
997,Hyundai Sonata,347,2131865,Petrol,Sedan,23,19613158,2020-06-15,3030798.95,USA,2023-05-09,Nebraska,South,19.05
998,Toyota Corolla,135,3903732,EV,Sedan,22,42941052,2021-11-20,5278363.6,USA,2021-12-23,Colorado,North,0.48
999,BMW 3 Series,599,8215483,Petrol,Sedan,22,72296254,2019-05-24,16709270.34,USA,2020-04-22,Montana,North,19.76
1000,Tesla Model S,576,9864401,Petrol,Sedan,1,6277346,2018-09-14,1422870.76,USA,2021-04-19,California,West,20.52
1001,Audi Q7,140,18078483,Petrol,SUV,3,16948578,2018-12-08,3084245.75,USA,2021-07-30,Kansas,West,12.26
1002,Chevrolet Silverado,141,5241293,Diesel,Pickup Truck,10,34941954,2021-03-23,8357411.31,USA,2023-03-03,Texas,West,22.22
1003,Ford Mustang,533,4892145,Diesel,Coupe,18,22014655,2020-09-30,2146163.29,USA,2021-05-06,Oklahoma,North,9.87
1004,Tesla Model S,207,12780488,Petrol,Sedan,10,40665191,2020-06-01,6262440.94,USA,2023-02-24,Iowa,East,13.06
1005,Chevrolet Silverado,111,2499634,EV,Pickup Truck,10,16664232,2020-12-15,1033716.56,USA,2023-12-06,Louisiana,South,22.27
1006,Chevrolet Silverado,267,10293555,Petrol,Pickup Truck,15,205871112,2019-10-20,22239297.01,USA,2022-01-26,Kentucky,North,22.4
1007,Honda Civic,282,12082919,EV,Sedan,18,217492542,2023-12-26,32356673.38,USA,2024-11-19,Pennsylvania,South,8.08
1008,Chevrolet Silverado,246,10427341,Diesel,Pickup Truck,20,139031220,2021-05-15,12692677.15,USA,2021-11-24,Michigan,East,1.86
1009,Ford F-150,367,9060333,EV,Pickup Truck,24,163085994,2021-11-14,29399815.4,USA,2022-10-31,Kentucky,South,8.1
1010,Ford Mustang,498,4937300,Diesel,Coupe,12,29623802,2023-02-09,5562431.91,USA,2023-09-26,Nevada,South,13.43
1011,Nissan Altima,594,9194991,EV,Sedan,4,14711985,2020-09-16,3061669.11,USA,2023-10-31,Utah,North,23.32
1012,Tesla Model S,441,15326539,EV,Sedan,13,63396141,2020-07-10,7768622.45,USA,2021-01-23,Pennsylvania,South,0.57
1013,Ford F-150,411,12837262,Diesel,Pickup Truck,19,365861967,2019-04-04,75266960.7,USA,2023-09-16,Washington,East,1.64
1014,Ford Mustang,543,12556070,EV,Coupe,19,59641334,2021-04-24,12370371.29,USA,2024-05-13,South Dakota,East,18.88
1015,Chevrolet Silverado,242,5982036,EV,Pickup Truck,24,191425161,2019-12-11,37196307.79,USA,2021-10-01,Ohio,North,17.61
1016,Toyota Corolla,427,7033656,Petrol,Sedan,19,66819732,2021-09-25,11683335.45,USA,2023-07-04,Alabama,West,12.46
1017,Honda Civic,363,350789,EV,Sedan,13,4560257,2023-01-20,703555.61,USA,2024-07-07,Minnesota,West,3.55
1018,Toyota Corolla,255,2962698,EV,Sedan,17,50365866,2024-04-22,9367232.16,USA,2024-11-21,California,North,19.74
1019,Hyundai Sonata,385,5779699,Diesel,Sedan,16,36990073,2021-07-31,8556819.46,USA,2021-10-29,Vermont,North,9.7
1020,Ford Mustang,346,1752927,Diesel,Coupe,2,876463,2020-04-01,166550.65,USA,2023-02-07,Idaho,South,10.79
1021,Tesla Model S,182,13805004,Petrol,Sedan,20,87850028,2021-08-17,14858749.13,USA,2021-10-27,Colorado,North,24.73
1022,Audi Q7,107,20419126,EV,SUV,5,31904885,2023-04-21,2034296.99,USA,2024-10-04,Iowa,North,7.63
1023,Ford F-150,372,4998197,EV,Pickup Truck,23,172437796,2018-01-06,38489059.09,USA,2023-02-14,Oklahoma,North,15.78
1024,Chevrolet Silverado,497,3013081,EV,Pickup Truck,20,80348832,2024-09-28,6575310.59,USA,2024-11-19,Missouri,North,23.65
1025,BMW 3 Series,597,9030972,Diesel,Sedan,5,9030972,2020-12-29,662081.57,USA,2021-12-01,Colorado,North,4.58
1026,Toyota Corolla,253,9951511,Petrol,Sedan,10,99515110,2019-08-18,16995711.05,USA,2020-10-19,New Mexico,South,24.84
1027,Ford F-150,364,10610284,Diesel,Pickup Truck,19,302393094,2024-05-11,24223914.12,USA,2024-06-27,Wisconsin,North,13.92
